	0	1	2	3	4	5	6	7
am0217	0	0	1	4	0	1	1	1
am0218	1	0	1	4	0	0	0	2
am0219	0	0	1	0	1	3	2	1
am0220	0	0	0	3	3	0	0	2
am0221	0	0	1	0	2	4	1	0
am0222	0	0	0	0	0	0	0	0
am0223	0	0	0	1	2	2	1	2
am0224	0	0	0	0	0	0	0	0
am0225	1	1	1	0	3	1	1	0
am0226	0	0	0	3	2	1	2	0
am0227	1	0	1	1	1	2	2	0
am0228	1	2	1	0	0	0	1	3
am0229	0	1	2	2	1	1	1	0
am0230	0	0	0	2	2	1	3	0
am0231	0	0	0	0	3	0	4	1
