	0	1	2	3	4	5	6	7
am0183	2	0	2	1	0	1	2	1
am0184	3	0	0	1	2	0	1	2
am0185	2	0	1	0	0	1	2	3
am0186	1	0	2	1	2	1	2	0
am0187	0	3	0	0	0	0	6	0
am0188	1	0	0	3	0	1	4	0
am0189	3	0	0	0	1	2	2	1
am0190	0	3	0	2	0	0	2	2
am0192	1	0	1	0	0	1	4	2
am0194	0	0	0	0	0	0	0	0
am0195	1	1	6	0	0	0	0	1
am0196	0	2	1	2	2	0	0	2
am0197	0	3	1	0	3	0	1	1
am0198	1	0	0	1	0	3	2	2
am0199	0	0	0	0	0	0	0	0
am0200	0	0	0	0	0	0	0	0
am0201	0	0	2	0	0	1	5	1
am0202	0	1	1	1	1	1	3	1
am0203	0	2	1	3	0	1	0	2
am0204	0	1	0	2	0	3	0	3
am0205	0	0	1	2	3	2	1	0
am0206	0	0	0	0	0	0	0	0
am0207	2	2	0	1	0	0	4	0
am0208	0	0	0	0	0	0	0	0
am0209	2	1	1	1	0	4	0	0
am0210	0	0	0	0	0	0	0	0
am0211	1	2	1	0	0	1	1	3
am0212	0	1	0	1	0	4	2	1
am0213	0	0	0	0	0	0	0	0
am0214	3	1	2	1	2	0	0	0
am0215	0	1	2	1	2	3	0	0
am0216	1	1	2	0	0	0	4	1
am0217	2	0	2	0	1	1	2	1
am0218	2	1	2	1	0	0	1	2
am0219	1	0	2	0	2	2	1	1
am0220	0	0	2	3	2	2	0	0
am0221	0	0	2	0	1	0	3	3
am0222	0	0	0	0	0	0	0	0
am0223	0	2	0	0	2	0	2	3
am0224	0	0	0	0	0	0	0	0
am0225	1	4	0	0	0	2	0	2
am0226	0	0	0	7	0	2	0	0
am0227	0	0	0	2	0	5	0	2
am0228	1	1	3	0	0	0	2	2
am0229	1	0	1	1	2	0	2	2
am0230	0	0	0	0	0	0	0	0
am0231	0	0	0	2	3	1	1	2
