	0	1	2	3	4	5	6	7
am0126	2	0	2	3	5	1	0	2
am0127	1	3	1	4	2	3	1	0
am0128	0	0	0	0	0	0	0	0
am0129	0	0	0	0	0	0	0	0
am0130	1	0	3	1	2	1	6	1
am0131	5	0	2	0	1	0	5	2
am0132	0	1	0	0	2	5	3	4
am0134	0	0	0	0	0	0	0	0
am0135	1	0	2	1	1	3	2	5
am0136	0	0	0	0	0	0	0	0
am0137	0	0	0	0	0	0	0	0
am0138	0	0	0	0	0	0	0	0
am0139	0	3	3	0	1	2	3	3
am0140	0	0	0	0	0	0	0	0
am0141	0	0	0	2	3	6	2	2
am0142	1	1	2	6	3	0	1	1
am0143	1	0	0	0	0	5	2	7
am0146	0	0	0	0	0	0	0	0
am0147	1	1	5	0	0	1	7	0
am0148	0	0	0	0	0	0	0	0
am0149	1	2	6	1	0	1	2	2
am0150	1	1	0	0	2	6	3	2
am0151	0	0	0	0	0	0	0	0
am0152	0	0	0	0	0	0	0	0
am0153	0	0	0	0	0	0	0	0
am0155	1	0	2	0	2	4	0	6
am0156	0	1	3	3	0	4	2	2
am0157	0	0	0	0	0	0	0	0
am0158	1	4	0	3	3	0	2	2
am0159	0	0	0	0	0	0	0	0
am0160	0	0	0	0	0	0	0	0
am0161	0	0	0	0	0	0	0	0
am0162	0	0	0	4	6	4	0	1
am0163	2	5	1	1	1	0	3	2
am0164	0	0	0	0	0	0	0	0
am0165	1	0	3	3	5	1	0	2
am0166	0	0	0	0	0	0	0	0
am0167	0	0	0	0	0	0	0	0
am0168	4	0	0	5	2	1	1	2
am0169	0	1	1	6	4	0	0	3
am0171	1	0	0	5	2	3	0	4
am0172	0	0	0	0	0	0	0	0
am0173	0	0	0	0	0	0	0	0
am0174	1	0	0	2	5	3	1	3
am0175	3	3	1	1	0	3	2	2
am0176	0	0	0	0	0	0	0	0
am0177	3	3	0	0	3	3	0	3
am0178	0	4	1	0	2	4	0	4
am0179	0	3	1	1	3	1	2	4
am0180	0	0	0	0	0	0	0	0
am0181	0	0	0	0	0	0	0	0
am0182	0	0	0	0	0	0	0	0
am0183	1	0	2	1	1	2	5	3
am0184	2	0	1	0	2	5	1	4
am0185	1	3	2	0	0	3	5	1
am0186	1	0	3	4	5	1	0	1
am0187	0	0	0	0	0	0	0	0
am0188	0	0	0	0	0	0	0	0
am0189	3	1	0	0	0	3	5	3
am0190	0	3	0	4	2	1	2	3
am0192	1	0	1	0	1	2	4	6
am0194	0	0	0	0	0	0	0	0
am0195	3	0	2	4	1	2	1	2
am0196	0	0	0	2	7	0	2	4
am0197	3	2	2	1	3	2	1	1
am0198	0	2	1	0	3	1	4	4
am0199	0	0	0	0	0	0	0	0
am0200	0	0	0	0	0	0	0	0
am0201	0	0	0	0	0	0	0	0
am0202	0	1	4	3	2	3	2	0
am0203	3	0	0	1	0	5	4	2
am0204	2	3	0	0	4	1	3	2
am0205	2	0	0	4	4	0	3	2
am0206	0	0	0	0	0	0	0	0
am0207	0	0	0	0	0	0	0	0
am0208	0	0	0	0	0	0	0	0
am0209	3	1	3	1	1	3	3	0
am0210	0	0	0	0	0	0	0	0
am0211	1	0	2	0	3	1	2	6
am0212	2	0	4	3	1	4	0	1
am0213	0	0	0	0	0	0	0	0
am0214	0	0	0	0	0	0	0	0
am0215	1	0	2	3	2	1	2	4
am0216	1	2	3	2	2	0	5	0
am0217	1	3	2	2	1	1	2	3
am0218	2	0	3	4	0	2	3	1
am0219	0	0	2	2	2	2	4	3
am0220	0	0	2	3	1	2	4	3
am0221	0	0	2	2	1	2	4	4
am0222	0	0	0	0	0	0	0	0
am0223	1	3	1	2	2	1	2	3
am0224	0	0	0	0	0	0	0	0
am0225	2	1	0	2	1	2	1	6
am0226	0	0	0	0	0	0	0	0
am0227	0	0	0	4	4	3	0	4
am0228	0	0	0	0	0	0	0	0
am0229	0	0	0	0	0	0	0	0
am0230	0	0	0	0	0	0	0	0
am0231	0	0	0	1	6	6	1	1
