	0	1	2	3	4	5	6	7
am0126	0	1	2	1	0	2	0	1
am0127	1	0	2	2	0	1	0	1
am0128	0	0	1	3	0	1	0	2
am0129	0	0	0	0	0	0	0	0
am0130	0	0	0	2	0	2	2	1
am0131	0	2	1	2	0	1	1	0
am0132	0	0	0	2	2	0	1	2
am0134	0	0	2	1	1	0	1	2
am0135	0	2	0	0	1	2	1	1
am0136	0	0	0	0	0	0	0	0
am0137	0	1	0	0	0	1	2	3
am0138	0	0	0	2	0	1	2	2
am0139	0	1	0	1	0	1	1	3
am0140	0	2	0	0	0	4	0	1
am0141	0	0	1	1	1	0	1	3
am0142	1	0	2	3	0	1	0	0
am0143	0	0	1	0	1	0	2	3
am0146	0	0	0	0	0	0	0	0
am0147	0	2	0	0	1	1	3	0
am0148	0	0	0	0	0	2	4	1
am0149	1	0	0	0	0	0	4	2
am0150	0	0	0	2	4	0	0	1
am0151	0	0	0	5	0	0	0	2
am0152	0	0	1	3	1	0	1	1
am0153	0	0	0	0	0	0	0	0
am0155	1	1	1	1	1	1	0	1
am0156	0	1	2	2	0	0	0	2
am0157	0	0	3	0	0	0	2	2
am0158	1	0	0	3	0	0	2	1
am0159	0	1	0	0	0	5	1	0
am0160	0	0	0	0	0	0	0	0
am0161	0	2	0	2	0	2	1	0
am0162	0	0	3	2	0	0	0	2
am0163	1	1	1	1	1	1	0	1
am0164	0	2	3	1	0	0	0	1
am0165	0	2	0	1	0	1	1	2
am0166	0	0	0	0	0	0	0	0
am0167	0	0	0	2	4	0	0	1
am0168	0	0	2	1	1	2	0	1
am0169	1	0	3	0	2	0	0	1
am0171	0	1	2	1	0	1	0	2
am0172	0	0	0	0	1	3	2	1
am0173	5	0	0	0	1	0	1	0
am0174	0	0	2	0	2	0	1	2
am0175	0	2	0	0	1	1	0	3
am0176	1	0	2	1	1	0	0	2
am0177	1	0	2	0	2	1	0	1
am0178	1	0	0	1	2	1	0	2
am0179	0	1	0	1	1	0	0	4
am0180	0	1	2	1	0	1	2	0
am0181	0	0	0	0	0	0	0	0
am0182	0	0	0	0	0	0	0	0
am0183	0	0	0	0	1	4	0	2
am0184	0	0	1	1	1	2	1	1
am0185	4	1	0	0	0	1	0	1
am0186	0	0	1	3	0	1	0	2
am0187	1	0	0	0	1	2	3	0
am0188	2	0	2	1	0	1	1	0
am0189	0	3	0	1	1	1	0	1
am0190	0	0	2	0	3	0	1	1
am0192	0	2	0	0	1	2	2	0
am0194	0	0	0	0	0	0	0	0
am0195	0	2	0	1	1	2	0	1
am0196	0	0	3	2	2	0	0	0
am0197	1	0	1	1	1	1	2	0
am0198	0	1	1	2	0	0	1	2
am0199	1	0	0	2	0	2	1	1
am0200	0	0	0	0	0	0	0	0
am0201	2	0	2	0	2	0	0	1
am0202	0	0	3	0	2	0	2	0
am0203	1	1	1	0	0	2	0	2
am0204	0	0	5	0	1	0	0	1
am0205	0	1	2	0	0	0	1	3
am0206	0	0	0	0	0	0	0	0
am0207	1	2	2	0	0	0	2	0
am0208	0	0	0	0	0	0	0	0
am0209	2	1	0	0	1	0	2	1
am0210	0	0	0	0	0	0	0	0
am0211	0	2	0	0	1	1	1	2
am0212	0	1	1	1	2	0	2	0
am0213	0	0	0	0	0	0	0	0
am0214	0	0	2	4	0	1	0	0
am0215	0	1	2	0	1	0	1	2
am0216	0	1	0	0	0	2	1	3
am0217	1	1	0	1	1	0	1	2
am0218	1	1	2	0	3	0	0	0
am0219	0	0	1	0	3	0	2	1
am0220	0	0	3	2	1	1	0	0
am0221	0	0	0	0	1	3	1	2
am0222	0	0	0	0	0	0	0	0
am0223	3	0	1	0	1	1	1	0
am0224	0	0	3	1	0	0	3	0
am0225	0	1	1	2	0	0	2	1
am0226	0	0	3	3	1	0	0	0
am0227	0	0	3	1	1	0	0	2
am0228	2	0	0	0	0	1	3	1
am0229	0	1	2	1	1	1	0	1
am0230	0	0	1	3	2	0	0	1
am0231	0	0	0	4	2	0	0	1
