,sum,max,am0001,am0002,am0003,am0004,am0005,am0006,am0007,am0008,am0009,am0010,am0011,am0012,am0013,am0014,am0015,am0016,am0017,am0018,am0019,am0020,am0021,am0022,am0023,am0024,am0025,am0026,am0027,am0028,am0029,am0030,am0031,am0039,am0051,am0052,am0053,am0054,am0055,am0056,am0057,am0058,am0059,am0060,am0061,am0062,am0063,am0064,am0065,am0066,am0067,am0068,am0069,am0070,am0071,am0072,am0073,am0074,am0075,am0076,am0077,am0078,am0079,am0080,am0081,am0082,am0083,am0084,am0085,am0086,am0087,am0088,am0089,am0090,am0091,am0092,am0093,am0094,am0095,am0096,am0097,am0098,am0099,am0100,am0101,am0102,am0103,am0104,am0105,am0106,am0107,am0108,am0109,am0110,am0111,am0112,am0113,am0114,am0115,am0116,am0117,am0118,am0119,am0120,am0121,am0122,am0123,am0124,am0125,am0126,am0127,am0128,am0129,am0130,am0131,am0132,am0134,am0135,am0136,am0137,am0138,am0139,am0140,am0141,am0142,am0143,am0146,am0147,am0148,am0149,am0150,am0151,am0152,am0153,am0155,am0156,am0157,am0158,am0159,am0160,am0161,am0162,am0163,am0164,am0165,am0166,am0167,am0168,am0169,am0171,am0172,am0173,am0174,am0175,am0176,am0177,am0178,am0179,am0180,am0181,am0182,am0183,am0184,am0185,am0186,am0187,am0188,am0189,am0190,am0192,am0194,am0195,am0196,am0197,am0198,am0199,am0200,am0201,am0202,am0203,am0204,am0205,am0206,am0207,am0208,am0209,am0210,am0211,am0212,am0213,am0214,am0215,am0216,am0217,am0218,am0219,am0220,am0221,am0222,am0223,am0224,am0225,am0226,am0227,am0228,am0229,am0230,am0231
DR4_SP55_cov53_390694,1092.5,55,1,1,2,1,3,17,14,34,18,14,12,7,11,10,2,9,5,10,0,5,9,6,1,1,6,4,6,2,15,21,3,15,2,2,3,12,9,3,16,8,4,6,19,0,4,0,1,9,6,8,0,4,8,5,32,3,8,2,16,4,6,3,11,1,13,11,19,23,1,9,19,13,9,4,10,15,9,17,24,17,14,11,2,10,9,2,6,9,16,5,10,22,18,8,41,35,2,15,21,27,27,12,16,3,18,27,9,4,9,14,22,16,3,2,7,15,4,8,4,8,3,4,4,5,5,4,6,14,2,8,9,0,3,8,14,3,10,3,2,22,0,9,6,3,3,14,10,11,3,3,0,7,17,12,22,15,12,11,18,18,19,27,43,16,10,15,6,9,7,14,5,6,4,12,12,11,16,11,13,18,55,21,13,10,19,16,14,7,14,8,24,11,25,14,15,9,6,13,10,8,6,3,7,7,22,27
DR4_SP56_cov4_392881,1093,55,1,1,2,1,3,17,14,34,18,14,12,7,11,10,2,9,5,10,0,5,9,6,1,1,6,4,6,2,15,21,3,15,2,2,3,12,9,3,15,8,4,6,19,0,4,0,1,9,6,8,0,4,8,5,32,3,8,2,16,4,6,3,11,1,13,11,19,23,1,9,19,13,9,4,10,15,9,17,24,17,14,11,2,10,9,2,6,9,16,5,10,23,18,8,41,35,2,15,21,27,27,12,16,3,18,27,9,4,9,14,22,16,3,2,7,15,4,8,4,8,3,4,4,5,5,4,6,14,2,8,9,0,3,8,14,3,10,3,2,22,0,9,6,3,3,14,10,11,3,3,0,7,17,12,22,15,12,11,18,18,19,27,43,16,10,15,6,9,7,14,5,6,4,12,12,11,16,11,13,18,55,21,13,10,19,17,14,7,14,8,24,11,25,14,15,9,6,13,10,8,6,3,7,7,22,27
DR4_SP57_cov1_395069,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR4_SP58_cov721_395074,1034,76,2,0,0,0,1,8,17,30,20,17,10,9,10,10,2,7,6,8,0,3,9,5,2,0,5,6,4,2,13,17,8,11,5,5,4,8,3,0,9,10,2,6,8,1,0,0,3,4,2,7,2,4,3,5,13,4,1,6,6,4,4,4,5,0,8,14,8,12,2,9,20,17,8,5,10,9,21,12,18,17,16,14,3,2,7,4,3,16,14,7,15,19,29,6,29,29,1,15,16,15,20,10,7,9,16,29,12,8,9,10,18,9,1,0,10,14,3,6,13,10,6,1,1,6,9,1,4,25,1,6,11,0,1,8,12,2,11,5,3,18,0,7,7,3,3,13,7,8,5,3,2,6,14,19,19,10,11,11,21,16,26,24,32,16,13,25,13,7,9,13,10,11,4,9,8,11,12,16,15,20,76,22,9,11,22,11,9,7,15,10,23,6,22,22,11,11,2,14,11,7,9,9,8,20,27,20
DR4_SP59_cov1_397144,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR4_SP6_cov1_263489,743.5,44,2,2,1,1,4,8,9,18,18,6,4,5,9,12,2,3,0,5,0,0,5,3,6,2,1,4,4,3,1,13,6,11,2,5,5,7,2,2,3,1,2,1,5,1,3,0,3,5,1,3,4,2,3,4,11,4,3,6,4,7,4,2,7,0,18,9,6,12,7,7,6,9,8,3,17,4,16,9,14,9,8,6,6,4,9,2,6,9,12,3,15,16,15,3,31,16,0,5,16,15,21,10,13,9,16,25,13,2,5,10,9,5,2,3,6,7,4,7,6,3,2,5,1,8,7,2,7,15,2,6,8,0,0,5,9,3,7,5,2,9,1,10,2,3,2,13,3,3,3,4,0,4,6,10,8,10,3,12,12,12,16,17,27,10,6,10,9,4,4,8,1,3,4,7,7,9,4,10,9,20,44,27,3,5,13,12,8,5,8,10,12,11,21,16,7,5,3,12,4,8,9,2,2,9,11,4
DR4_SP60_cov1_397147,0.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR4_SP61_cov1_397150,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DR4_SP62_cov1_397154,1680.5,75,7,3,3,1,5,16,46,59,75,47,18,17,33,24,14,23,5,22,0,6,13,31,10,10,12,10,23,9,14,31,24,35,17,20,30,11,12,11,32,35,16,9,32,14,4,3,11,8,14,11,23,19,17,20,34,10,16,25,12,3,12,10,15,19,17,11,11,20,9,9,17,17,12,5,19,12,14,25,19,15,21,20,5,13,14,1,16,18,40,7,29,52,27,5,53,20,2,28,18,28,32,13,18,12,39,41,20,10,12,14,15,16,6,3,10,14,11,5,7,5,3,9,0,5,29,7,9,16,3,12,17,0,1,13,13,0,25,6,4,25,4,17,5,15,9,28,9,9,10,17,4,5,12,15,15,24,18,22,15,20,19,33,32,12,10,10,11,4,13,17,7,7,14,9,12,11,18,11,22,28,45,32,14,15,31,19,21,5,2,14,22,17,38,28,7,13,5,22,11,10,9,7,11,17,28,25
DR4_SP63_cov1_400517,1172,64,3,2,2,1,4,14,13,26,29,25,13,8,13,10,5,8,5,11,0,2,9,7,1,1,10,5,5,2,12,23,6,21,6,1,6,18,5,3,11,9,6,6,23,2,0,0,1,10,7,11,3,5,7,6,21,2,7,3,14,6,10,1,19,3,19,11,23,22,4,12,18,13,9,4,12,12,11,22,23,19,11,9,2,9,11,1,6,10,28,8,14,31,18,9,41,29,4,16,21,32,29,14,14,6,26,32,9,6,9,8,15,18,1,3,11,15,4,7,6,10,4,5,8,3,6,5,8,10,4,9,7,0,4,9,18,4,12,2,3,29,1,11,10,5,3,14,9,7,6,4,0,9,10,8,11,14,12,11,16,17,14,33,39,16,11,14,10,9,6,15,6,10,6,10,10,12,18,19,14,22,64,20,14,9,20,17,18,3,9,8,19,11,33,17,12,9,6,15,6,10,5,5,10,13,28,26
DR4_SP64_cov1_402863,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR4_SP65_cov1_402866,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR4_SP66_cov1_402869,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR4_SP67_cov1_402874,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR4_SP68_cov1_402877,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR4_SP69_cov1_402880,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR4_SP7_cov1_264978,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR4_SP70_cov4_402884,790.5,35,4,2,0,0,2,7,20,35,31,22,3,7,17,3,15,11,2,12,0,3,7,9,2,5,4,7,12,2,4,19,13,12,6,13,19,1,7,7,8,12,11,4,18,4,1,1,5,2,5,3,4,4,2,9,10,4,7,11,7,2,6,2,15,14,7,8,7,7,4,2,10,11,8,4,10,3,4,15,13,9,9,10,2,6,3,1,8,12,14,6,14,11,13,2,35,14,1,6,8,11,19,6,7,4,12,17,10,6,5,6,9,9,1,1,5,5,5,0,2,3,2,2,0,3,12,4,7,6,1,6,5,0,1,10,5,1,12,4,2,10,1,8,6,4,2,16,4,2,8,5,0,0,7,7,6,10,11,11,7,14,11,15,15,9,3,11,8,2,5,7,2,6,9,5,4,11,3,5,12,14,33,12,10,7,9,12,8,0,3,3,15,7,14,18,3,7,5,12,8,7,8,5,8,8,16,8
DR4_SP71_cov1_404467,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR4_SP72_cov1_404470,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR4_SP73_cov1_404474,814,41,1,1,0,1,6,11,10,32,29,15,4,5,6,10,2,4,0,6,0,0,3,4,3,5,3,7,3,4,6,15,3,10,4,3,4,4,6,0,5,2,4,4,7,4,2,0,4,2,2,1,1,4,1,0,22,2,1,9,9,3,5,1,6,3,17,10,11,15,1,8,9,9,9,4,9,2,17,10,13,11,9,4,8,8,12,0,4,14,20,4,12,16,8,1,26,18,0,6,22,11,17,12,20,7,10,17,11,3,8,14,10,8,11,2,2,7,1,7,12,8,1,4,1,8,12,4,10,12,0,6,11,1,0,9,14,1,11,3,0,12,5,10,0,4,2,7,7,2,5,8,0,4,7,11,8,9,8,10,6,13,18,12,25,14,6,12,5,3,8,7,3,1,10,13,3,13,12,11,8,17,41,28,10,11,18,11,16,4,9,5,11,7,16,19,5,7,4,10,8,7,6,2,3,11,21,12
DR4_SP74_cov1_406104,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DR4_SP75_cov2_406107,798.5,36,4,2,0,0,2,7,20,35,31,25,3,7,17,3,15,12,2,12,0,3,7,9,2,5,4,7,12,2,4,19,13,12,6,13,19,1,7,7,8,12,11,4,18,4,1,1,5,2,5,3,4,4,2,9,10,4,7,11,7,2,6,2,15,14,7,8,7,7,4,2,10,11,8,4,10,3,4,15,13,9,9,10,2,6,3,2,8,12,15,6,14,11,13,2,36,14,1,6,8,11,19,6,7,4,12,17,10,6,5,6,9,9,1,1,5,5,5,0,2,3,2,2,0,3,12,4,6,6,1,6,5,0,1,10,5,1,12,4,2,10,1,8,6,4,2,16,4,2,8,7,0,0,8,7,6,10,12,12,7,14,11,15,15,9,3,11,8,2,5,7,2,6,9,5,4,11,3,5,13,14,33,12,10,7,9,12,10,0,3,3,15,7,15,19,3,7,5,12,8,7,8,5,8,8,16,8
DR4_SP76_cov1_407706,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR4_SP77_cov1_407711,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR4_SP78_cov1_407716,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DR4_SP79_cov3_407721,1680,67,1,5,0,1,7,21,51,33,65,39,12,8,23,23,5,11,6,23,0,7,17,23,5,14,11,13,17,5,7,26,23,30,14,7,25,13,8,14,12,19,16,8,21,7,2,0,14,7,17,11,20,11,11,14,38,3,10,19,18,8,11,0,19,13,23,9,16,35,3,13,17,16,9,13,36,14,31,30,16,25,16,8,9,10,15,3,4,13,56,3,28,37,31,12,67,47,0,26,43,45,25,25,24,5,15,48,23,5,15,15,14,19,8,8,4,9,3,9,14,16,7,6,6,11,16,7,13,10,0,7,15,0,3,15,13,2,20,6,4,19,4,11,7,10,1,36,12,6,19,7,0,8,14,18,20,10,10,33,20,21,29,52,47,22,17,15,20,6,13,20,9,6,10,16,8,14,22,20,17,24,65,33,20,28,29,28,12,5,7,11,20,9,39,33,10,13,5,12,15,10,18,7,9,15,29,19
DR4_SP8_cov1304_264981,1794.5,72,6,0,0,1,5,24,40,31,69,39,7,11,17,24,7,13,8,14,0,8,15,16,9,5,18,7,15,8,10,42,13,15,2,9,19,18,4,8,15,16,17,12,18,9,1,2,7,11,12,8,6,10,10,14,37,10,7,22,14,2,8,0,36,8,46,16,17,49,12,27,14,27,18,7,25,11,26,30,17,40,18,19,12,19,23,6,9,18,35,10,11,39,22,4,57,37,0,29,31,47,29,19,29,9,25,44,11,9,15,19,16,15,7,4,19,18,6,28,18,7,5,10,7,11,24,12,21,21,3,14,10,0,3,18,23,4,40,10,6,23,4,31,9,5,5,22,7,10,10,11,4,8,11,18,12,17,24,13,31,28,33,46,49,20,19,22,9,14,10,17,15,8,5,15,15,21,14,26,23,26,72,32,24,18,39,28,17,5,18,19,29,14,27,37,14,21,15,17,11,10,12,7,9,32,43,23
DR4_SP80_cov1_411083,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR4_SP81_cov1_411087,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
