	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72
am0206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	23	16	29	23	24	28	18	36	36	33	37	23	32	41	32	37	28	36	36	39	37	32	22	22	23	29	21	21	37	49	42	46	53	39	50	42	41	45	55	34	43	32	51	61	36	59	65	949
am0207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	4	11	16	9	11	11	14	14	12	19	10	9	15	17	19	27	21	21	20	13	12	29	29	20	15	24	24	23	20	15	23	25	26	20	24	24	26	17	18	31	37	20	29	28	32	26	565
am0208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	4	9	6	6	5	6	10	10	7	6	5	5	8	14	10	11	8	8	13	10	11	9	9	14	9	8	8	8	8	7	7	9	16	18	9	20	16	8	10	8	9	12	11	25	12	14	250
am0209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	6	12	11	12	8	9	5	5	6	16	9	6	8	12	17	16	7	7	19	16	12	9	9	15	10	9	9	9	17	9	13	13	12	7	11	15	15	20	12	13	10	14	9	24	14	12	257
am0210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	16	15	10	16	10	20	25	19	19	32	14	29	18	16	14	17	20	16	16	19	13	32	23	23	20	19	18	18	23	21	26	26	25	18	28	24	22	21	17	26	25	28	42	26	40	28	33	581
am0211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	7	7	5	6	7	10	8	8	12	9	11	6	11	11	9	9	7	7	9	9	12	12	12	15	10	13	13	14	13	9	16	17	11	19	12	11	9	14	15	20	17	20	24	22	22	29	342
am0212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	7	4	5	8	10	16	11	11	9	9	14	7	16	10	7	4	6	6	4	10	19	9	9	9	10	12	12	8	10	13	20	12	14	19	9	12	6	10	11	5	14	15	22	8	12	25	293
am0213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	2	2	0	1	0	0	0	1	3	0	2	4	5	5	3	3	6	2	1	3	3	1	3	2	2	4	1	0	4	3	2	4	5	4	4	3	3	4	2	5	6	4	4	7	73
am0214	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	5	5	5	4	2	7	11	12	12	7	7	10	6	8	4	6	5	4	4	3	5	15	3	3	3	5	2	2	2	8	10	9	6	4	14	4	6	4	5	5	5	3	12	11	2	6	14	169
am0215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	2	2	1	3	2	5	6	6	10	5	4	2	9	6	3	11	6	6	10	3	5	7	7	9	4	3	3	6	5	3	9	6	7	11	8	10	9	6	6	15	4	12	13	11	8	13	166
am0216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	12	3	5	12	5	17	9	9	10	18	13	6	9	15	6	16	11	11	7	12	18	18	18	6	6	18	18	13	20	8	12	9	18	15	13	27	13	26	9	18	22	20	12	18	16	20	374
am0217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	8	7	11	12	5	11	5	5	11	15	9	11	4	8	12	14	10	10	9	13	12	6	6	7	11	8	8	7	17	13	6	7	11	8	21	12	12	24	14	19	13	17	7	14	10	14	266
am0218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	19	17	17	18	14	18	14	15	15	13	19	21	22	26	19	21	22	20	20	16	18	25	26	26	17	19	23	23	26	26	23	21	27	15	26	31	24	22	31	28	33	34	34	29	25	35	42	596
am0219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	10	7	19	15	19	18	18	18	18	23	24	14	26	14	19	21	17	23	23	18	30	23	26	26	25	25	24	24	22	32	31	28	22	24	26	24	26	27	38	29	24	29	27	24	34	30	24	590
am0220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	4	6	7	2	3	3	3	10	7	5	3	8	12	7	12	9	9	5	9	4	5	5	17	7	14	14	9	7	5	13	13	15	5	12	16	9	10	9	17	15	13	10	14	14	12	241
am0221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	7	5	7	5	4	6	6	6	5	11	8	7	3	7	9	9	8	8	11	5	7	10	10	5	8	10	10	5	13	9	4	6	7	7	10	10	8	15	11	6	12	10	5	9	8	10	186
am0222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	4	4	7	3	5	2	2	7	2	5	4	3	10	6	6	9	9	5	7	5	4	4	4	8	6	6	10	2	5	7	12	10	3	11	12	10	8	10	5	7	9	4	6	14	6	153
am0223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	2	4	7	5	8	9	6	6	5	7	7	10	11	11	8	9	19	19	9	6	12	12	12	16	8	10	10	10	12	12	15	8	13	8	21	13	18	13	11	14	14	10	13	14	12	10	262
am0224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	6	6	8	7	7	6	6	6	2	9	8	7	5	12	10	7	11	11	6	8	8	2	2	6	7	2	2	4	11	10	9	4	8	6	13	14	10	14	8	5	4	10	6	11	6	11	170
am0225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	0	3	0	4	3	2	2	3	1	3	6	4	1	3	3	9	9	3	0	4	3	3	1	6	7	7	5	2	6	5	3	6	3	9	2	7	3	6	8	8	2	4	4	6	3	94
am0226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	2	5	4	10	5	3	4	4	10	5	4	5	4	5	6	1	11	11	0	11	4	14	14	5	6	6	6	7	6	7	4	9	10	7	13	5	10	13	9	10	9	9	7	11	11	7	179
am0227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	3	1	4	2	2	2	3	1	3	6	5	7	3	4	4	4	8	2	2	2	2	6	5	5	5	3	3	6	7	2	10	6	5	8	8	1	6	4	6	6	6	12	4	9	96
am0228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	2	1	1	5	3	3	3	2	6	2	1	3	4	2	6	4	4	7	3	3	3	3	5	1	9	9	2	8	5	6	4	8	3	4	4	6	3	4	5	12	4	4	1	4	4	116
am0229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	5	8	7	12	15	5	2	2	8	11	7	13	13	8	10	12	11	11	9	17	5	15	15	11	11	15	15	13	16	19	12	13	13	5	13	12	14	22	18	16	17	16	15	20	18	15	290
am0230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	8	12	13	12	13	18	12	17	17	18	22	15	22	15	18	18	28	10	10	22	18	17	22	22	14	20	27	27	26	31	30	24	24	24	25	17	24	17	23	28	35	34	35	27	20	37	30	551
am0231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	11	12	13	6	8	14	11	11	11	11	14	6	9	16	15	11	9	9	13	11	17	24	24	10	9	22	22	6	12	11	15	8	25	14	16	18	12	13	13	12	29	21	14	10	9	19	348
