	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87
am0162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	9	10	10	10	12	8	6	10	7	13	13	23	23	14	13	20	18	12	12	11	22	22	16	29	12	17	26	17	26	20	18	28	20	20	33	24	18	18	18	20	20	19	35	35	26	19	25	23	32	32	30	31	41	35	58	53	43	68	403
am0163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	1	5	3	0	0	3	3	3	0	0	0	1	2	0	0	0	0	0	0	4	1	4	0	0	0	0	1	5	0	0	1	3	3	5	5	5	1	1	5	2	3	2	4	4	4	2	2	3	2	6	1	5	3	3	9	33
am0164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10	10	10	8	8	10	13	20	16	13	14	14	14	14	21	10	8	7	14	14	19	9	9	18	11	23	16	23	21	12	17	17	16	27	24	12	14	27	27	27	25	25	15	13	23	21	11	17	31	19	19	24	25	29	35	36	31	33	44	295
am0165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	6	6	0	1	1	4	2	0	0	4	4	6	3	10	7	3	3	5	6	6	3	10	2	7	7	5	7	6	3	5	12	13	13	2	3	3	3	9	9	4	15	7	6	7	5	9	2	2	7	8	4	16	3	7	21	4	110
am0166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	4	4	4	4	0	5	3	4	2	2	2	2	3	4	2	3	5	5	0	3	3	4	5	4	5	2	3	6	10	9	4	6	6	4	5	6	6	6	0	0	2	7	14	11	10	15	5	9	9	7	14	12	6	13	17	5	16	101
am0167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	4	3	0	3	3	3	2	2	1	3	3	3	4	4	1	3	3	3	3	5	6	2	1	3	2	3	3	1	2	3	1	6	6	6	1	1	3	6	7	3	1	9	5	3	3	1	3	14	2	10	10	5	14	56
am0168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	13	6	16	16	7	9	12	7	13	15	15	8	8	10	15	19	13	23	23	13	14	14	17	14	15	28	10	14	17	19	19	17	15	21	21	13	11	11	11	20	20	26	19	20	26	36	28	22	32	32	17	33	41	29	40	30	32	54	299
am0169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	7	4	4	7	7	4	9	7	7	7	7	7	10	6	7	7	13	13	7	10	10	5	9	9	14	8	11	10	8	10	7	13	7	10	6	3	3	3	5	5	11	10	9	8	12	9	7	15	15	9	12	13	12	8	14	10	14	152
am0171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	2	2	2	4	8	5	6	4	4	3	3	3	9	3	8	13	13	4	11	11	3	7	8	14	6	6	15	2	14	1	3	12	3	9	10	10	10	9	9	5	9	10	3	6	9	10	22	22	12	3	8	16	6	13	14	11	125
am0172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	8	8	5	9	6	9	7	9	9	6	6	13	8	6	5	8	8	10	3	3	8	6	12	9	7	12	5	12	11	9	19	4	7	19	26	26	26	3	3	12	8	18	22	19	10	10	12	12	33	25	9	4	10	21	10	13	157
am0173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	6	5	7	8	2	7	6	3	3	3	11	11	6	3	3	3	1	1	7	3	3	8	4	4	3	13	9	6	7	3	10	9	4	4	9	4	4	4	8	8	5	5	14	10	7	17	11	13	13	13	12	14	6	20	25	12	25	136
am0174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	0	2	1	0	2	1	1	2	0	0	0	0	0	1	0	2	1	2	1	2	3	1	0	2	0	0	0	1	1	2	0	3	0	0	4	4	2	2	2	2	2	1	1	5	1	3	16
am0175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	0	0	4	4	2	5	5	5	5	4	4	3	3	12	6	2	2	9	7	7	5	9	7	4	7	10	9	8	4	8	6	8	15	7	7	7	7	7	7	6	14	11	12	8	5	8	6	6	11	14	15	10	24	16	17	25	139
am0176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	8	7	8	7	3	3	7	2	9	9	3	3	9	10	8	14	7	7	10	17	17	9	10	5	12	5	10	18	6	10	5	13	10	10	10	11	11	11	14	14	16	13	16	6	14	12	11	10	10	17	8	13	15	13	22	23	17	172
am0177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	11	7	7	11	8	6	9	9	9	9	5	5	15	14	14	19	15	15	12	12	12	18	8	12	18	10	13	18	14	18	12	18	18	15	11	13	13	13	12	12	11	11	12	16	18	15	18	25	25	15	20	21	25	13	17	19	22	251
am0178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	8	8	6	6	8	8	12	10	12	10	10	9	8	5	14	14	19	20	20	13	22	22	11	11	15	23	15	16	27	22	22	20	11	13	15	7	13	13	13	11	11	16	14	14	24	20	15	12	13	13	12	27	17	15	22	21	18	26	281
am0179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	6	10	10	9	4	5	6	4	4	4	5	5	11	9	8	10	10	10	7	15	15	11	14	4	12	10	9	17	7	11	14	11	14	11	12	12	12	12	12	12	8	20	19	12	10	24	17	26	26	19	12	21	18	24	28	23	30	203
am0180	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	7	11	12	8	6	9	13	11	7	7	8	8	13	11	9	11	14	14	16	12	12	4	12	15	19	15	18	17	11	13	14	18	7	13	8	15	15	15	15	15	12	15	20	7	10	18	24	9	9	10	13	15	12	13	27	24	20	225
am0181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	13	11	12	10	13	12	22	16	18	18	21	21	17	22	16	11	20	20	17	11	11	19	11	19	27	30	27	14	28	30	27	24	19	18	15	11	11	11	14	14	28	14	24	32	33	22	13	24	24	22	36	21	27	26	32	23	34	369
am0182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	7	7	7	6	12	8	13	14	14	14	9	9	19	12	18	21	20	20	9	18	18	15	16	17	27	15	14	22	12	20	11	24	29	21	20	22	22	22	22	22	20	25	30	18	20	15	31	19	19	26	20	25	38	26	35	38	33	336
am0183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	12	9	14	14	13	22	13	17	20	14	14	16	16	22	14	16	16	20	20	16	18	18	24	17	30	25	23	24	19	29	21	27	33	27	22	23	24	24	24	32	32	21	23	26	27	21	20	28	28	28	34	39	30	41	28	32	49	39	406
am0184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	16	17	11	11	18	17	24	17	15	15	15	24	24	26	19	29	26	29	29	26	19	19	26	14	22	31	30	32	25	19	29	26	32	27	35	29	21	21	21	29	29	28	29	23	26	29	19	33	26	26	36	33	42	36	42	34	50	59	457
am0185	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	17	18	15	15	12	29	20	26	27	29	28	24	25	22	21	24	24	20	20	31	27	27	24	33	39	24	38	41	36	31	27	27	34	30	33	39	29	29	29	29	29	42	42	27	46	52	33	46	39	39	50	54	31	45	37	41	57	47	543
am0186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	27	23	15	15	25	17	20	22	21	24	24	26	26	29	22	30	32	23	23	21	43	43	42	39	26	31	37	30	52	39	30	40	38	34	42	24	20	20	20	31	31	35	52	43	41	47	32	49	40	40	31	54	40	45	45	55	63	60	654
am0187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	7	9	9	14	4	11	9	8	7	7	15	15	7	17	10	16	15	15	12	16	16	17	16	8	18	19	16	21	17	20	22	12	14	20	11	15	15	15	16	16	14	20	16	20	22	12	20	27	27	16	30	23	17	29	19	33	34	297
am0188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	10	3	3	6	10	6	13	8	14	14	10	10	12	8	23	13	12	12	8	10	10	10	11	15	18	15	15	14	17	11	12	14	15	29	9	13	13	13	12	12	15	14	24	22	17	10	19	7	7	15	28	15	20	15	29	23	20	273
am0189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	10	11	11	11	12	12	13	14	14	14	14	10	10	10	11	8	25	15	15	16	15	15	19	14	19	21	19	17	25	7	16	10	10	12	12	3	15	15	15	10	10	19	19	11	11	15	10	22	21	21	6	13	18	15	21	14	25	27	266
am0190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	9	9	9	8	8	5	9	13	9	13	10	10	12	12	10	12	13	13	11	11	10	6	6	10	10	17	14	18	13	10	10	17	10	15	12	18	8	13	13	13	12	12	16	16	17	15	20	11	9	16	16	10	16	16	16	18	22	24	23	233
am0192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	8	2	2	3	9	14	8	13	10	10	3	3	6	10	6	7	11	11	6	9	9	5	9	17	12	5	9	9	8	14	9	8	8	8	6	6	6	6	7	7	11	11	7	5	6	4	14	13	13	8	9	12	10	19	12	14	23	166
am0194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	8	5	5	8	9	6	10	8	12	12	7	7	8	3	3	9	7	7	10	7	7	7	6	10	8	11	12	8	17	5	19	11	6	5	9	12	12	12	8	8	14	7	6	15	13	13	10	15	15	14	23	12	10	10	13	13	12	185
am0195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	12	7	7	7	7	9	12	9	9	9	8	8	14	13	12	13	15	15	9	14	14	10	15	11	21	11	14	15	13	17	13	16	15	19	11	7	7	7	12	12	17	21	20	14	20	17	17	11	11	12	19	12	22	10	29	26	16	253
am0196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	6	2	2	3	6	3	5	6	9	9	5	5	3	9	10	10	6	6	6	5	5	2	6	8	8	6	8	9	10	10	10	6	15	11	5	13	13	13	6	6	13	9	2	9	9	7	15	12	12	9	12	17	16	15	5	13	22	152
am0197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	6	6	1	9	9	10	7	6	6	11	11	2	8	9	11	7	7	12	6	6	3	10	9	13	16	15	11	13	11	14	2	7	13	4	8	8	8	14	14	8	11	9	13	6	7	8	9	9	8	16	19	11	17	10	23	26	178
am0198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	7	9	9	10	6	8	6	6	7	7	3	3	10	7	6	4	8	8	6	4	4	8	6	8	8	4	9	6	9	11	6	16	15	9	2	6	6	6	11	11	12	10	14	11	10	14	5	5	5	7	12	15	20	16	15	20	23	135
am0199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	14	5	5	13	9	9	9	14	8	8	3	3	13	13	14	9	13	13	11	12	12	11	10	17	16	7	13	12	14	19	7	21	18	17	8	16	16	16	17	17	13	14	11	16	16	9	15	21	21	14	18	16	25	22	15	27	25	248
am0200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	4	4	4	3	16	10	7	13	12	12	12	12	10	10	12	8	12	12	9	12	12	8	10	20	14	14	13	14	15	13	13	16	11	14	19	18	18	18	20	20	17	16	12	16	8	12	15	11	11	24	17	12	21	10	17	32	15	238
am0201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	13	11	11	13	13	14	9	15	7	7	14	14	18	11	15	11	12	12	13	11	11	14	12	18	14	19	16	15	14	16	25	22	17	19	11	13	13	13	21	21	17	17	13	15	14	11	21	17	17	13	20	12	27	22	19	34	24	303
am0202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	12	3	3	12	13	12	8	12	10	11	12	12	7	11	11	12	15	15	8	16	16	9	18	16	18	18	10	18	14	16	18	12	19	16	13	11	11	11	7	7	17	20	17	15	22	18	14	14	14	15	20	23	20	23	29	18	28	276
am0203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	11	5	5	11	15	11	16	16	21	21	18	18	6	14	15	16	13	13	17	11	11	13	19	18	18	26	28	17	18	17	21	11	14	22	13	9	9	9	22	22	31	25	20	18	20	11	26	13	13	19	24	20	21	19	28	41	30	327
am0204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	11	12	13	8	14	12	14	15	12	12	11	11	13	9	6	15	9	9	16	13	13	15	14	19	18	17	20	18	15	15	16	21	18	9	14	16	16	16	18	18	19	17	15	17	17	22	23	12	12	20	19	10	27	17	23	30	18	276
am0205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	20	14	14	17	22	25	21	21	25	25	15	15	14	18	14	20	21	21	23	18	18	23	22	29	25	25	27	24	23	24	29	24	28	23	17	15	15	15	19	19	36	25	20	26	24	28	26	18	18	20	30	21	34	20	34	38	29	428
am0206	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	44	39	33	33	41	37	37	47	40	49	49	48	48	40	60	35	76	57	57	49	55	55	61	64	50	77	69	62	71	47	82	68	55	52	63	51	51	51	51	46	46	72	78	47	63	65	45	72	82	82	73	74	83	71	81	62	101	105	1058
am0207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	27	25	12	12	28	16	19	27	19	11	11	20	20	27	16	14	22	14	14	32	21	21	41	20	24	19	29	38	26	32	21	26	36	32	23	23	35	35	35	47	47	25	26	36	32	33	32	32	49	49	35	44	46	53	43	49	66	57	497
am0208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	7	10	10	10	4	4	7	7	7	7	10	10	12	16	9	9	10	10	12	13	13	6	14	10	12	11	14	17	18	22	14	18	11	11	14	14	14	14	20	20	15	16	14	18	20	14	24	18	18	17	24	15	21	18	16	31	23	242
am0209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	5	14	7	7	11	15	13	13	16	10	10	17	17	11	6	11	11	7	7	13	10	10	10	9	18	9	23	17	13	19	10	24	18	24	18	11	15	15	15	17	17	15	13	9	26	28	15	18	29	29	18	30	23	30	28	18	28	33	308
am0210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	13	13	20	9	9	18	19	16	24	19	22	22	24	24	16	23	31	22	27	27	23	19	19	20	20	29	31	30	33	24	32	36	39	20	19	41	32	26	26	26	32	32	31	37	35	31	29	31	39	42	42	40	40	37	34	36	48	61	50	561
am0211	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12	12	10	12	12	11	16	8	20	11	11	11	15	15	18	8	16	11	14	14	19	16	17	13	17	20	16	26	26	20	21	14	26	24	17	21	19	19	19	19	16	16	18	23	14	28	28	19	28	23	23	22	35	24	22	26	23	29	34	328
am0212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	14	8	10	16	15	12	7	12	15	15	5	5	10	17	13	9	9	9	8	14	14	18	18	17	15	9	11	16	10	22	10	15	8	18	8	10	10	10	16	16	20	22	11	11	12	21	17	24	24	14	15	14	13	21	24	28	24	254
am0213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	4	0	0	4	5	2	1	1	7	7	5	5	6	6	7	7	2	2	1	7	7	6	3	5	5	5	2	9	0	8	5	10	7	7	4	7	7	7	4	4	9	4	9	2	5	5	5	8	8	5	2	20	10	20	13	7	22	102
am0214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	6	3	3	9	10	14	11	11	9	9	4	4	12	14	13	15	14	14	4	14	14	15	9	13	15	11	11	22	11	21	14	17	21	15	13	8	8	8	13	13	12	11	12	10	7	2	18	15	15	18	16	13	30	21	13	21	24	256
am0215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	6	3	3	5	8	9	11	8	9	9	7	7	13	11	9	10	11	11	14	8	8	13	8	11	17	12	16	10	13	13	21	16	15	13	13	16	16	16	13	13	13	10	16	13	11	14	19	15	15	17	16	10	19	12	22	20	15	233
am0216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	15	15	15	11	11	11	13	11	17	17	17	17	12	14	26	23	14	14	19	24	24	15	19	14	16	23	24	30	21	19	30	20	22	29	16	31	31	31	26	26	21	30	20	22	20	22	29	30	30	21	32	23	28	23	28	45	32	421
am0217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	8	7	7	7	6	9	5	8	8	8	7	7	7	9	11	6	8	8	9	11	11	12	11	12	12	9	10	12	12	12	14	12	9	17	11	13	13	13	13	13	10	16	17	11	9	17	14	17	17	16	16	19	13	20	28	25	26	215
am0218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	21	14	14	15	16	20	15	25	19	19	19	21	21	22	31	20	22	27	27	27	25	25	27	33	26	34	34	33	28	29	40	29	33	23	32	17	22	22	22	23	23	30	42	39	33	39	38	27	35	35	25	42	49	37	52	57	52	69	494
am0219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	16	14	18	19	19	18	17	16	21	14	14	20	20	21	16	21	22	19	19	19	14	14	25	17	29	20	24	22	18	23	19	25	22	28	28	31	31	31	31	17	17	22	26	25	28	33	28	37	48	48	48	34	32	34	33	36	37	44	410
am0220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	5	3	3	5	5	4	4	6	7	7	5	5	7	11	10	11	7	7	4	15	15	8	12	7	12	9	6	16	4	15	6	14	11	11	5	8	8	8	10	10	9	15	10	8	10	7	14	8	8	6	9	21	15	18	15	19	27	163
am0221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	5	10	7	7	7	15	19	9	19	11	11	11	11	8	8	6	11	13	13	7	9	9	8	9	25	15	14	11	10	12	12	17	11	6	6	12	13	13	13	9	9	15	9	17	15	13	13	21	12	12	13	16	8	10	9	24	9	13	248
am0222	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	6	5	5	4	6	6	4	8	4	4	3	3	4	4	4	2	3	3	5	6	6	5	6	9	4	5	5	6	5	4	5	6	8	6	11	14	14	14	3	3	7	8	8	7	5	5	15	10	10	14	8	10	9	8	10	8	14	122
am0223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	7	12	12	10	11	5	9	6	13	13	16	16	12	10	13	14	9	9	9	13	13	17	15	12	12	21	11	17	17	13	26	18	15	18	7	17	17	17	13	13	16	19	16	16	12	22	17	26	26	16	25	16	20	22	25	24	29	268
am0224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	12	8	8	8	15	13	15	15	15	15	9	9	17	14	1	11	11	11	12	10	10	8	6	20	13	16	19	13	16	17	10	19	18	1	7	13	13	13	19	19	20	7	9	10	15	11	11	11	11	12	17	20	26	20	15	24	27	220
am0225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	9	7	7	7	7	8	7	7	2	2	8	8	8	7	9	7	7	7	5	8	8	12	10	8	10	11	9	9	11	9	10	8	7	11	4	5	5	5	4	4	7	10	9	5	10	10	10	9	9	6	11	7	10	7	15	9	9	173
am0226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	9	5	8	8	6	8	10	4	9	5	5	6	6	12	11	6	9	8	8	5	6	6	11	5	12	10	7	7	10	12	14	10	16	11	6	7	8	8	8	5	5	8	6	8	14	18	9	12	20	20	8	15	21	12	23	11	8	28	164
am0227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	5	5	2	3	4	6	1	4	4	3	3	6	8	4	9	8	8	7	3	3	4	5	3	11	6	7	5	10	10	7	9	7	6	4	3	3	3	6	6	5	5	5	8	7	7	7	13	13	5	12	9	9	11	6	10	13	101
am0228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	8	8	3	5	5	2	5	7	7	6	6	9	4	3	8	3	3	6	7	7	4	10	6	6	7	6	9	8	5	10	9	7	9	8	14	14	14	4	4	10	11	9	8	9	11	9	6	6	15	11	7	8	6	16	13	9	134
am0229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	13	8	8	11	10	10	15	11	11	11	11	11	8	15	16	20	21	21	18	7	7	16	13	15	25	19	22	11	19	21	23	13	15	22	19	24	24	24	19	19	17	16	11	17	15	17	32	20	20	26	26	18	24	21	19	28	26	316
am0230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	12	17	16	16	21	17	18	23	20	26	26	21	21	28	19	24	27	17	17	21	22	22	22	28	28	23	30	29	30	26	24	29	40	29	31	24	24	24	24	34	34	34	32	24	26	29	28	43	53	53	31	35	42	44	49	33	54	63	492
am0231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	6	8	8	12	6	17	11	15	9	9	15	15	13	14	14	20	23	23	12	27	27	9	26	17	30	19	14	30	16	23	20	23	18	25	12	21	21	21	14	14	14	32	25	22	19	25	23	21	21	16	26	19	23	25	37	34	31	353
