	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98
am0155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	3	3	3	0	1	0	2	0	0	8	3	2	1	2	0	0	4	4	0	0	3	7	2	4	2	4	4	4	1	2	4	5	8	5	13	3	3	3	3	12	7	4	5	4	14	4	3	3	7	6	3	10	10	8	3	7	18	8	13	48
am0156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	2	0	5	5	1	3	5	4	2	6	6	1	6	2	1	2	5	3	5	5	7	8	10	6	7	14	4	11	11	7	9	6	7	6	10	12	10	5	10	5	5	12	7	12	7	12	12	7	13	15	14	11	13	8	11	7	7	14	19	17	13	59
am0157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	3	1	3	6	6	4	2	7	2	3	0	0	11	5	3	10	12	12	6	6	6	3	6	22	12	8	9	14	14	14	5	18	18	15	31	8	5	16	13	5	15	15	24	13	12	10	11	31	21	15	13	28	13	18	17	27	23	27	20	36	19	22	112
am0158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	3	4	4	2	4	4	5	12	12	4	9	22	19	20	15	14	14	12	23	24	23	25	24	20	20	22	27	21	21	30	23	27	31	31	25	26	23	21	26	30	35	27	32	34	36	36	26	34	24	40	34	29	30	42	44	41	42	36	44	38	50	53	47	42	47	66	277
am0159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	1	1	0	1	2	1	1	4	1	2	0	1	3	3	0	0	2	2	2	0	3	1	0	2	2	2	2	0	2	2	1	5	2	3	2	0	0	3	7	3	7	4	3	0	4	2	0	1	7	7	3	3	9	3	6	8	6	27
am0160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	1	2	15	7	11	11	3	19	20	16	11	21	21	22	4	15	10	25	21	28	17	17	31	25	19	27	29	19	15	24	24	26	27	24	26	24	24	20	40	25	22	22	22	19	30	18	29	19	29	30	47	40	34	28	43	34	38	57	41	39	44	55	51	253
am0161	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	1	1	2	8	6	3	9	15	15	7	7	11	10	7	13	14	9	22	7	11	24	10	11	14	15	19	20	15	26	13	17	14	16	16	15	23	23	32	23	21	26	15	22	21	26	26	24	24	24	30	32	23	28	25	34	18	23	34	37	29	42	39	48	29	46	41	230
am0162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	3	0	6	2	1	4	0	2	4	4	4	0	0	1	1	1	1	2	1	2	1	8	3	1	5	5	3	4	8	4	0	10	1	11	11	3	15	3	6	7	8	15	12	7	2	13	13	6	16	4	7	6	15	4	5	7	18	19	11	10	8	6	20	9	23	13	20	70
am0163	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	5	8	3	7	7	7	9	4	12	2	4	10	10	13	16	5	16	5	11	10	19	19	12	14	21	16	15	31	20	22	22	15	20	21	14	30	29	16	30	13	17	13	13	34	17	16	36	35	23	27	20	22	38	40	20	45	38	35	36	27	38	28	50	222
am0164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	1	0	1	2	0	0	4	4	6	5	0	2	2	6	3	1	1	8	2	5	1	4	6	4	0	0	6	2	2	3	3	5	0	10	2	5	3	3	9	0	4	6	7	10	3	10	12	8	11	6	6	8	9	6	12	12	6	2	46
am0165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	3	2	0	1	0	0	0	0	2	0	0	4	5	2	2	4	5	5	7	1	5	6	4	4	2	4	1	8	5	12	7	2	2	7	2	7	7	3	10	5	4	6	6	2	2	5	5	1	6	10	7	11	7	8	7	10	10	6	7	19	9	10	11	10	5	64
am0166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	3	0	2	0	2	4	4	2	2	2	3	2	3	3	5	3	2	10	2	0	1	8	8	3	1	4	6	6	3	11	8	8	3	5	12	12	4	4	5	3	2	3	1	1	4	15	11	6	7	7	15	4	6	7	5	8	8	5	7	15	10	10	8	11	49
am0167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	2	2	2	5	1	4	0	0	1	1	0	4	0	3	1	1	2	1	1	1	5	2	4	1	3	4	8	8	6	6	1	8	5	2	0	2	3	9	0	0	0	1	2	1	3	5	3	2	1	5	8	2	1	5	3	2	4	3	2	9	27
am0168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	2	1	0	0	2	3	0	0	0	0	0	0	1	2	0	0	4	4	1	4	1	0	2	0	4	1	2	1	1	1	7	5	3	0	1	8	2	1	1	2	1	2	0	5	6	8	4	9	3	4	19
am0169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	8	6	1	7	6	6	6	7	7	10	8	4	4	10	13	11	7	11	12	10	7	7	6	16	13	7	8	21	10	13	13	14	18	11	10	16	18	12	18	19	13	18	18	11	12	3	16	27	23	16	9	7	20	27	7	19	16	33	28	23	18	7	27	121
am0171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	3	1	2	2	2	7	4	8	10	8	8	13	3	10	10	7	8	10	5	5	10	12	15	8	19	8	13	16	16	9	9	10	10	21	10	9	20	13	9	12	12	12	15	7	10	7	4	17	19	10	26	19	12	11	21	24	21	16	9	17	24	81
am0172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	0	4	4	8	2	7	3	6	2	2	4	6	7	4	6	4	1	9	9	3	6	6	7	6	7	6	1	1	4	2	10	2	4	8	3	8	8	5	9	9	6	6	5	9	10	4	10	9	6	8	9	7	11	5	15	17	17	7	7	10	55
am0173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	3	3	1	0	2	0	1	1	1	4	2	1	7	1	5	1	2	2	1	1	6	5	8	7	9	2	2	4	3	5	9	5	3	1	5	2	7	0	0	8	6	1	4	2	6	8	9	5	4	7	6	6	10	12	8	7	6	8	6	47
am0174	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	7	8	5	7	7	10	13	14	7	4	12	12	13	10	4	16	13	7	10	12	13	17	15	12	23	12	18	19	7	7	15	11	10	22	16	19	16	21	11	18	16	16	12	15	21	12	17	25	19	23	27	26	26	26	16	13	23	30	29	26	31	18	129
am0175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	7	2	6	6	3	7	3	5	8	7	7	5	7	9	7	5	2	3	7	7	9	14	10	4	3	5	13	9	9	6	5	10	12	13	5	11	7	11	13	7	7	10	13	9	9	12	13	12	8	10	11	12	12	11	11	22	25	16	28	15	19	57
am0176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	2	2	0	2	0	0	4	0	2	2	2	0	0	0	2	2	3	1	0	0	0	0	0	1	0	1	0	0	3	2	2	0	2	5	0	0	0	7	0	4	0	0	0	4	5	0	3	2	3	7	0	1	1	3	4	4	2	0	2	0	5	4	5	16
am0177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	5	7	6	3	8	8	7	6	6	1	0	8	8	3	10	1	9	2	11	13	10	10	10	6	6	10	5	3	13	22	22	13	16	13	11	10	10	7	8	5	18	11	11	10	10	8	10	17	15	17	16	19	10	11	17	14	11	15	17	11	9	19	32	75
am0178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	5	3	7	7	8	3	3	1	2	6	6	3	5	3	4	8	4	8	6	6	11	5	4	8	2	5	8	6	6	16	13	5	10	6	13	10	5	9	6	7	7	5	10	13	10	6	8	7	12	16	10	11	11	11	9	10	12	15	12	16	15	76
am0179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	4	3	4	2	6	7	7	2	5	6	5	3	7	7	4	9	3	6	6	9	11	10	10	9	17	8	12	6	14	8	10	10	11	10	14	18	15	13	8	9	6	11	18	18	8	7	8	26	13	16	20	10	14	13	17	18	31	13	5	15	20	21	31	31	105
am0180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	2	2	2	3	4	5	3	4	5	5	4	3	5	5	3	2	2	5	5	8	2	4	2	1	8	6	3	3	6	3	5	4	9	13	6	6	5	12	4	4	2	11	11	10	4	15	7	9	16	5	6	11	14	7	16	14	18	8	17	14	43
am0181	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	5	9	13	8	3	3	15	11	10	9	9	11	11	12	21	12	9	12	11	12	15	15	21	19	11	26	14	17	12	14	14	21	15	24	15	23	22	14	9	16	25	27	27	23	23	20	13	34	21	32	26	32	25	33	24	16	21	34	36	32	16	38	28	140
am0182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	5	2	0	2	4	1	0	0	2	5	0	3	0	6	6	2	1	1	3	4	2	1	1	1	6	9	2	5	3	4	3	3	3	6	5	5	6	7	2	2	5	4	10	1	1	11	2	8	7	3	8	6	5	4	7	5	8	7	9	11	8	9	15	10	8	41
am0183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	4	4	4	2	2	6	3	3	3	2	2	2	6	5	4	3	2	1	1	7	7	2	8	3	2	4	7	3	0	0	10	3	6	2	1	7	9	7	6	8	5	5	8	7	2	5	5	7	8	5	4	5	5	4	6	4	11	6	6	17	4	6	36
am0184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	3	2	7	7	2	4	2	2	4	2	2	2	5	4	5	1	4	2	3	3	2	9	5	4	5	0	8	2	2	6	2	4	5	4	2	7	4	6	9	8	8	2	6	7	5	7	9	7	3	0	10	6	3	6	3	4	8	5	8	3	8	34
am0185	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	3	2	2	2	0	3	3	0	3	4	4	2	1	3	5	4	0	1	0	0	5	5	4	8	2	6	6	4	4	7	7	5	2	2	5	2	1	6	6	4	4	6	3	5	4	2	6	6	6	4	2	5	3	4	5	4	7	6	5	4	6	37
am0186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
am0187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	2	5	3	1	1	6	6	2	5	4	6	7	2	2	5	2	9	3	6	6	6	7	3	3	5	2	5	2	3	3	7	6	7	7	6	5	6	3	8	6	9	9	7	0	4	5	5	8	7	8	11	6	2	10	6	4	6	6	5	9	10	5	49
am0188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	1	3	0	0	4	4	1	2	0	2	2	0	4	3	3	6	2	2	2	2	1	3	0	0	8	1	2	1	4	4	2	0	1	8	4	4	2	1	4	2	2	8	4	5	6	3	1	2	2	4	4	3	5	8	4	2	19
am0189	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	3	5	6	6	3	4	6	4	4	3	3	10	4	4	3	11	5	5	4	4	8	6	10	7	11	5	9	6	6	19	10	4	10	11	6	13	10	12	10	16	16	16	4	6	10	10	13	5	21	17	4	8	11	11	17	3	10	5	12	17	12	84
am0190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	5	2	2	2	10	3	6	1	4	4	3	3	1	4	3	1	5	5	5	5	4	3	2	9	2	4	9	9	4	5	3	5	3	3	11	2	4	4	3	3	5	4	3	8	4	7	6	14	8	5	10	4	9	8	4	9	4	9	4	15	45
am0192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	2	2	2	5	0	1	2	1	1	1	1	2	1	2	0	3	0	1	0	0	0	1	2	1	1	0	0	3	1	0	2	2	0	0	1	1	6	2	2	5	4	7	5	3	1	1	6	2	1	1	3	1	18
am0194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	8	4	11	1	1	13	1	8	5	7	6	6	6	9	7	5	4	2	1	8	8	6	8	6	10	8	15	6	5	5	3	5	13	9	11	24	6	10	7	5	11	11	9	9	21	5	12	12	15	12	8	13	11	4	9	12	15	19	21	17	5	11	102
am0195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	4	5	8	7	7	7	5	4	4	2	6	10	10	5	5	6	7	2	12	12	5	5	12	10	10	13	11	10	9	5	5	16	4	6	6	12	13	4	9	7	14	10	10	11	10	14	11	10	7	12	14	16	9	10	7	12	14	7	24	13	14	12	12	74
am0196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	1	0	0	4	4	7	7	1	5	6	7	7	4	4	10	4	8	7	6	8	8	2	2	5	1	6	5	11	6	12	13	13	8	8	7	3	4	0	6	6	10	4	4	4	6	4	14	8	9	8	12	11	4	7	7	4	9	6	4	9	14	15	8	21	60
am0197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	4	2	4	1	4	4	4	4	4	4	5	2	2	6	5	5	4	1	3	5	6	6	2	3	7	4	7	5	5	3	3	6	2	5	4	4	7	3	6	7	5	3	3	8	6	3	3	6	6	5	7	4	5	7	3	3	7	4	7	5	5	5	6	42
am0198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1	0	0	0	1	1	0	2	2	5	7	13	13	7	7	8	7	12	5	5	10	7	14	17	13	9	8	12	12	6	18	9	16	9	9	20	16	16	20	15	14	19	6	8	10	13	18	19	11	11	17	22	14	10	18	18	21	11	11	19	11	15	10	13	18	27	18	23	20	20	105
am0199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	3	0	0	0	0	0	0	2	1	1	0	1	4	2	1	1	1	2	6	1	5	8	7	3	1	1	2	0	1	1	1	3	6	1	1	3	5	2	2	2	3	2	1	5	2	3	3	0	1	3	1	7	5	4	3	4	0	3	2	1	3	6	3	8	3	2	1	38
am0200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	1	1	0	3	1	2	1	1	1	3	6	1	2	0	0	2	1	1	1	1	1	4	4	3	2	0	0	1	0	1	3	4	3	5	3	0	2	2	2	3	1	1	1	6	6	1	6	3	1	3	2	1	7	1	4	1	8	3	1	23
am0201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	1	1	1	2	2	3	1	0	1	1	3	0	3	2	0	1	2	1	1	3	6	3	2	2	2	3	1	1	3	1	3	5	7	4	4	4	4	2	5	5	1	4	5	3	2	4	4	8	9	6	6	6	3	6	7	7	9	2	7	2	24
am0202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	2	6	6	4	4	5	8	8	4	4	5	5	14	5	6	5	7	9	7	8	8	15	13	14	6	11	8	6	5	5	10	8	8	3	8	10	14	17	10	11	10	10	11	15	11	9	7	13	12	29	30	16	12	26	15	8	23	17	16	17	27	17	89
am0203	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	4	0	1	0	2	1	2	6	15	12	8	8	13	20	10	12	24	13	13	9	9	25	13	17	19	19	20	20	18	12	23	21	14	27	18	23	23	38	24	15	20	24	23	17	24	35	36	25	25	24	14	18	20	25	43	18	24	28	26	28	34	25	30	34	18	29	36	49	40	192
am0204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	5	2	0	6	6	6	5	2	5	3	3	3	5	7	6	8	2	3	5	4	4	7	7	8	6	8	2	11	10	10	6	8	10	4	6	3	11	4	9	7	5	5	11	7	7	8	14	8	15	10	16	15	19	12	8	10	9	10	12	15	16	17	45
am0205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	5	9	7	6	6	7	11	4	9	4	8	8	2	5	4	6	10	4	5	5	5	10	10	5	9	4	9	8	14	14	8	10	9	11	11	5	12	4	8	10	6	6	10	6	10	8	8	9	11	12	18	8	8	20	10	16	13	19	9	12	28	21	84
am0206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	1	4	3	5	6	6	4	6	5	5	5	2	2	9	5	6	7	4	9	10	4	4	6	4	8	9	3	7	12	6	6	7	5	5	6	13	8	8	17	9	8	9	9	5	13	14	8	11	8	6	9	12	10	5	13	11	10	16	16	7	7	19	12	63
am0207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	5	5	4	9	9	5	7	4	7	6	7	7	5	7	6	5	11	12	9	6	6	11	13	5	12	12	8	9	10	10	20	13	9	6	11	10	9	7	15	17	11	11	11	18	9	7	12	7	9	14	20	12	14	14	8	15	15	28	15	9	14	17	85
am0208	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	5	8	9	9	4	7	4	7	4	13	13	2	10	4	7	7	12	8	9	9	18	9	2	7	8	10	11	17	17	8	10	17	7	7	12	13	3	8	10	12	12	6	8	8	10	15	10	24	20	15	8	15	5	11	11	6	11	7	16	8	28	89
am0209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	4	0	4	4	3	1	1	1	2	1	3	6	5	0	1	3	3	1	1	2	1	2	1	8	8	8	2	8	5	2	7	2	6	5	7	1	4	4	6	1	5	4	4	5	6	1	2	8	7	5	5	10	6	5	9	7	6	12	39
am0210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	6	11	6	6	5	7	6	5	4	7	7	6	2	5	11	17	6	3	10	10	8	6	6	5	8	10	13	11	11	9	13	15	9	7	7	8	11	12	8	18	18	10	11	8	12	7	21	19	9	7	7	14	9	14	16	9	13	10	18	13	23	102
am0211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	2	2	8	5	4	4	2	7	5	6	8	7	7	3	7	10	7	6	3	7	3	3	10	6	6	8	5	3	8	12	12	7	9	13	10	5	8	9	5	12	8	10	10	7	9	9	10	8	5	14	12	10	7	10	7	14	10	14	13	13	9	11	22	72
am0212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	3	3	3	0	4	6	2	1	1	1	7	4	2	4	5	4	4	2	2	5	8	5	2	6	2	5	7	7	9	8	5	3	5	2	7	9	6	8	2	2	4	3	8	7	5	11	6	11	9	6	2	9	7	5	3	8	4	10	12	12	50
am0213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	3	0	0	0	2	2	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3
am0214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3	1	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	3	1	0	0	2	0	2	0	0	0	0	0	0	0	1	0	0	1	0	2
am0215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	6	3	3	3	10	3	5	4	3	9	9	6	5	4	11	5	4	5	6	6	11	2	2	3	5	2	13	5	5	12	8	14	3	5	5	9	7	10	16	13	13	4	7	8	12	6	6	19	13	13	6	3	15	14	6	3	8	5	13	18	18	61
am0216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	5	2	0	2	5	1	5	5	4	1	1	4	5	5	6	2	2	5	1	4	2	2	2	2	6	5	2	7	7	0	7	5	5	2	6	4	5	4	1	2	4	8	3	1	1	6	4	6	10	1	4	5	4	3	5	3	1	11	6	5	6	6	7	4	13	43
am0217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	5	2	6	4	4	3	4	4	4	2	5	5	5	7	2	7	5	3	3	7	7	7	4	3	4	6	14	10	7	7	7	7	5	6	6	9	10	6	5	3	7	7	8	7	6	8	10	6	8	8	3	9	9	6	11	7	9	14	10	11	8	13	60
am0218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	3	3	0	0	0	0	1	2	3	1	1	1	3	3	1	4	2	3	3	1	6	5	2	2	1	4	4	3	3	4	4	1	4	7	2	2	4	4	5	4	3	6	6	2	10	3	5	5	3	4	3	5	5	4	5	8	7	6	3	4	7	0	3	9	2	7	5	8	24
am0219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	1	1	1	0	0	2	1	3	8	1	1	1	2	9	2	4	4	6	3	6	5	4	10	8	8	1	1	8	11	6	8	5	11	5	14	14	8	8	6	1	6	8	15	5	8	7	4	4	5	12	10	8	8	8	7	11	12	10	11	10	10	3	16	14	18	10	11	22	49
am0220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	1	1	8	5	5	2	4	2	3	2	5	5	3	10	4	9	11	3	6	6	6	9	8	5	9	5	10	9	10	10	7	13	15	13	6	13	20	6	10	9	25	25	5	13	17	10	15	16	21	14	13	6	2	10	13	12	26	16	24	15	13	20	100
am0221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	4	2	2	2	3	11	7	8	8	10	10	5	4	9	6	5	2	10	5	5	11	7	12	17	12	11	9	3	3	7	7	8	11	9	9	9	15	12	11	16	16	5	7	18	12	14	19	12	15	11	13	9	5	18	9	16	6	10	19	7	19	86
am0222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	1	0	4	2	0	1	1	1	1	0	4	1	7	2	4	5	5	2	4	4	1	3	4	4	3	1	0	1	1	1	3	2	1	4	7	6	6	2	5	11	2	2	1	3	3	3	6	3	7	22
am0223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	2	0	1	1	1	2	1	0	0	3	2	1	2	4	1	1	1	2	4	0	1	5	5	0	0	2	2	5	2	1	3	0	3	3	4	1	1	5	8	3	1	1	4	4	4	4	5	2	4	3	4	6	1	3	4	1	1	8	3	8	2	3	2	5	9	6	35
am0224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	1	1	0	0	0	0	0	4	4	1	1	0	0	1	1	1	3	3	5	4	0	1	3	3	0	8	8	1	7	2	2	0	4	1	0	2	2	0	0	0	3	0	3	2	2	2	3	2	0	1	4	4	2	3	3	5	1	4	12	30
am0225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	4	3	3	3	3	3	4	1	1	1	3	3	4	3	1	1	4	1	4	0	0	3	3	4	3	2	3	2	3	3	1	5	4	2	7	5	3	3	3	2	0	0	3	1	10	5	4	3	5	3	1	2	2	3	5	6	6	3	8	5	4	6	41
